Rank,Query_Ticker,Recommended_Ticker,Query_Cluster,Recommended_Cluster,Same_Cluster,Distance,Similarity,Sector,PC1,PC2,PC3,RET,VOL,PE,ROE,DY,BETA,Is_Outlier
5,CSV.VN,IMP.VN,1,1,True,0.802429,0.554807,Pharma,1.7667670571919143,1.582613192983587,0.7233686826036201,0.1024286965974659,0.0193584330975308,23.251432,0.15421,1.07,0.463,0
1,ASM.VN,NKG.VN,3,3,True,0.669074,0.599135,Materials,-0.2604094231444359,-0.4068551762659061,-3.061592753870445,0.023890784982935,0.023787045978346,38.461536,0.02019,2.81,0.923,0
2,ASM.VN,IDI.VN,3,3,True,0.757952,0.568844,Midcap,0.9271214366133504,-0.0261522075030816,-2.9149164210918155,-0.1749696233292831,0.0232516974581435,11.148209,0.043959998,2.81,0.06,0
3,ASM.VN,HSG.VN,3,3,True,1.054983,0.486622,Materials,-0.1730323642849626,-0.4778160764212283,-2.2692707077742527,-0.1147595790956365,0.0222505321158291,19.157087,0.04765,3.36,1.089,1
4,ASM.VN,PLX.VN,3,3,True,1.059644,0.485521,Energy,-0.3374437855788064,0.5214616019652817,-2.280933831787616,-0.0314987260906539,0.0184406830827889,49.750957,0.07374,2.79,1.093,1
5,ASM.VN,SCR.VN,3,3,True,1.25092,0.444263,Midcap,-0.9762491630317174,-0.1181945264351663,-2.696219965892604,0.341549295774648,0.0268665445927491,26.246077,0.017144,2.81,0.726,1
1,DIG.VN,VDS.VN,3,3,True,0.497298,0.66787,Securities,-0.2482333775603837,-0.4694284224400342,-1.531727628077095,-0.098053536552867,0.0283973528460756,15.037594,0.08043,2.81,1.003,0
2,DIG.VN,POW.VN,3,3,True,0.529005,0.65402,Energy,0.048722940418396,-0.264548554676226,-1.2329367637130026,0.2693333849826409,0.020035017151258,12.594459,0.100480005,2.81,0.714,0
3,DIG.VN,EIB.VN,3,3,True,0.596033,0.626554,Banking,-0.0863990328147885,-0.7974594326596467,-2.07847381086615,0.1546666666666667,0.0254436508027534,53.475937,0.02865,2.81,-0.09976,1
4,DIG.VN,PDR.VN,3,3,True,0.716175,0.582691,Real Estate,0.6022434332081907,-1.1405326270346807,-1.8203372362113155,0.0121739474243867,0.0284382645371279,26.385008,0.05085,2.81,-0.02,1
5,DIG.VN,HSG.VN,3,3,True,0.756501,0.569314,Materials,-0.1730323642849626,-0.4778160764212283,-2.2692707077742527,-0.1147595790956365,0.0222505321158291,19.157087,0.04765,3.36,1.089,1
1,HAG.VN,BCM.VN,3,3,True,0.758029,0.568819,Real Estate,0.0902338927265107,-0.5616154797370847,-0.4325926339735323,-0.1313559802458148,0.0204904646805737,17.152658,0.15845999,2.02,0.501,0
2,HAG.VN,VCG.VN,3,3,True,0.793704,0.557506,Construction,0.3887207746328896,-0.1510255594340172,0.5779290074171131,0.4012785924547486,0.0216027818656745,4.991839436,0.33854,3.56,0.551,1
3,HAG.VN,HCM.VN,3,3,True,1.007478,0.498137,Securities,-0.5356255327941862,-1.0744130944459145,-0.4775805054334824,-0.1993704379005995,0.0241506269123989,19.455254,0.10057,2.49,0.942,0
4,HAG.VN,KBC.VN,3,3,True,1.093246,0.477727,Real Estate,0.0584350335757305,-0.8044573575623373,-0.8121031442421157,0.2554744525547445,0.0244279246992217,18.939394,0.06577,2.81,1.038,0
5,HAG.VN,STB.VN,3,3,True,1.120798,0.471521,Banking,-0.9364042747710468,-0.8605042393748268,-0.1990589247161282,0.6216216216216217,0.0222789882437298,13.7126755,0.07754,2.81,0.959,0
1,IDI.VN,ASM.VN,3,3,True,0.757952,0.568844,Midcap,0.1961616257902347,0.0817202248557844,-3.083890265918204,-0.177225419592645,0.0204371119842378,21.834227,0.02665,2.81,0.648,0
2,IDI.VN,BMI.VN,3,3,True,1.217343,0.45099,Insurance,1.5629982589854747,0.1626759881760358,-1.8941668491606047,-0.0336654353450456,0.0166956701419116,11.060508,0.085719995,3.05,0.095,0
3,IDI.VN,NKG.VN,3,3,True,1.255658,0.44333,Materials,-0.2604094231444359,-0.4068551762659061,-3.061592753870445,0.023890784982935,0.023787045978346,38.461536,0.02019,2.81,0.923,0
4,IDI.VN,HSG.VN,3,3,True,1.353217,0.42495,Materials,-0.1730323642849626,-0.4778160764212283,-2.2692707077742527,-0.1147595790956365,0.0222505321158291,19.157087,0.04765,3.36,1.089,1
5,IDI.VN,NLG.VN,3,3,True,1.428897,0.41171,Real Estate,0.9564162716278372,-0.1595580826414922,-1.4925625412157997,-0.1493231322188107,0.0263260838236888,20.201939,0.06429,1.83,0.836,0
1,PAN.VN,VHC.VN,1,1,True,0.474311,0.678283,Seafood,1.6861952524081785,1.409847602159671,0.4245736321261498,-0.1762490291238402,0.0239806814493177,8.849558,0.1619,6.8,0.467,0
2,PAN.VN,NT2.VN,1,1,True,0.598541,0.62557,Utilities,1.7124482786291613,1.217816392736829,0.501305899568439,0.248684876787723,0.0192524306582566,5.200208,0.28186,3.04,0.178,0
3,PAN.VN,DCM.VN,1,1,True,0.67241,0.59794,Materials,1.408413052192382,1.0825286719086675,0.5387315604569597,-0.0288722344952443,0.0204555889721782,10.7181,0.21162,4.83,0.247,0
4,PAN.VN,CSV.VN,1,1,True,0.758707,0.568599,Industrial,2.256642715302001,1.3544090717664483,0.1302095015728195,-0.3852000230343405,0.0226255428903484,15.898251,0.13413,3.89,0.345,0
5,PAN.VN,IMP.VN,1,1,True,0.793787,0.55748,Pharma,1.7667670571919143,1.582613192983587,0.7233686826036201,0.1024286965974659,0.0193584330975308,23.251432,0.15421,1.07,0.463,0
1,PET.VN,SCR.VN,3,3,True,0.924071,0.519731,Midcap,-0.9762491630317174,-0.1181945264351663,-2.696219965892604,0.341549295774648,0.0268665445927491,26.246077,0.017144,2.81,0.726,1
2,PET.VN,DXG.VN,3,3,True,1.004952,0.498765,Real Estate,-1.0348917626736815,-0.2441312238836552,-2.255291287031199,0.3041400989967509,0.0267534691992001,76.33388,0.03827,2.81,0.808,1
3,PET.VN,PLX.VN,3,3,True,1.081248,0.480481,Energy,-0.3374437855788064,0.5214616019652817,-2.280933831787616,-0.0314987260906539,0.0184406830827889,49.750957,0.07374,2.79,1.093,1
4,PET.VN,BVH.VN,3,3,True,1.097754,0.4767,Insurance,-0.6700385330225586,1.338404206652389,-1.9720618134017769,0.1755466445736297,0.0231792948849196,17.331022,0.12069,1.46,0.201,0
5,PET.VN,CTD.VN,3,3,True,1.229391,0.448553,Construction,-0.3350199713332089,0.3681225904179055,-1.9130425396364044,0.1202645070315704,0.0251887719191873,10.384215,0.0924,1.22,0.858,1
1,SCR.VN,DXG.VN,3,3,True,0.462295,0.683856,Real Estate,-1.0348917626736815,-0.2441312238836552,-2.255291287031199,0.3041400989967509,0.0267534691992001,76.33388,0.03827,2.81,0.808,1
2,SCR.VN,NKG.VN,3,3,True,0.853961,0.539386,Materials,-0.2604094231444359,-0.4068551762659061,-3.061592753870445,0.023890784982935,0.023787045978346,38.461536,0.02019,2.81,0.923,0
3,SCR.VN,PET.VN,3,3,True,0.924071,0.519731,Midcap,-1.3929764500712911,0.6721669694383738,-2.460479485876907,0.3438734967259778,0.029222129533992,17.15263,0.15958,1.03,0.409,1
4,SCR.VN,HSG.VN,3,3,True,0.978146,0.505524,Materials,-0.1730323642849626,-0.4778160764212283,-2.2692707077742527,-0.1147595790956365,0.0222505321158291,19.157087,0.04765,3.36,1.089,1
5,SCR.VN,PLX.VN,3,3,True,0.994834,0.501295,Energy,-0.3374437855788064,0.5214616019652817,-2.280933831787616,-0.0314987260906539,0.0184406830827889,49.750957,0.07374,2.79,1.093,1
1,SJS.VN,HPG.VN,0,0,True,2.07942,0.324737,Materials,-1.0604594917035788,-1.179441604038712,0.0254656217977413,0.1777777208137272,0.0190352456489414,9.803921,0.16465001,1.88,0.973,0
2,SJS.VN,VND.VN,0,0,True,2.312061,0.301927,Securities,-1.1533099872887382,-1.909555804018373,0.7132687747736046,0.6128136045330321,0.0274602437098891,11.389522,0.105179995,3.06,1.06,1
3,SJS.VN,SSI.VN,0,0,True,2.404115,0.293762,Securities,-1.1958723563094038,-2.075779537703797,0.9322904865263442,0.2092338377699256,0.0240476618610594,13.157894,0.13479,3.36,1.169,1
4,SJS.VN,LPB.VN,0,0,True,2.459691,0.289043,Banking,-0.3167351196932483,-1.352705408999751,1.8097390812205705,0.4393881267431054,0.0215746621720011,14.226691,0.23426001,5.64,0.725,1
5,SJS.VN,VRE.VN,0,0,True,2.489236,0.286596,Real Estate,-0.2514355076346181,-1.4147653281705646,1.4847513283086045,0.8959537572254335,0.0266830342820469,10.842795,0.14773,2.81,0.927,1
